hash,score
a7hQHlm,0.356680721045
Z3DG6dD,7.11159664206e-05
tE5znqm,0.0621555782855
ioglQvY,0.0251499377191
6klALiw,0.525952756405
hqHsUzs,0.00188146391883
ZhgB93A,0.0625774338841
Pn1xrLc,0.00427787285298
wNdJCn5,0.000397971336497
U0EvNdQ,0.00193621357903
CL4U0CB,0.00704198982567
0w7hVVn,0.900517225266
cG3U0Ie,0.114802472293
esvBTKg,0.0298009160906
HU9SdtY,0.0158876013011
HewBrU0,0.00516796903685
RphCfhs,0.00741628464311
Bzt4hm9,0.086894877255
UhNIoLR,0.00072980200639
EIAhzda,0.00201362720691
oxaaI0b,0.00334051670507
k3zGpHa,0.0105154095218
mWcl5ii,0.0520234517753
77vHuMD,0.00371820596047
6ccYdtG,0.182925015688
4KXuN83,0.00387943536043
8ffAaUQ,0.00230653816834
lca0Txx,0.751399695873
kLa31c9,0.000162602867931
QBo09Q0,0.986488163471
juVETcc,0.000261754234089
8BeqJi6,invalid
v23pd1F,0.0209514535964
uTbrK5z,0.0792481377721
1HdeHtZ,0.720813214779
oFQVEPk,0.625472009182
kUIQ7P2,0.0367617495358
BH0RuVi,7.4739815318e-05
50NMdle,0.46718493104
JcFZ88x,0.0189698990434
9ESJpj5,0.000195557746338
o70qR8a,0.0065974551253
1Me2ETX,7.16819329227e-07
FXMSAVM,0.0110319880769
onuYMlN,0.0159216765314
8WI3tUn,0.0089547643438
kuH6eky,0.00203572912142
9pRLVTa,3.24563916365e-05
663x38F,0.899415552616
0V4z13c,0.000380872515962
sNaoXar,0.00679224403575
jjieHJk,0.0691504329443
Oo0BphW,0.982203245163
QOnSiTX,0.999914646149
1OfvszX,0.99999332428
8y1AUO0,0.0127349216491
9JHYtuk,0.00567139266059
x7OPGq1,0.478066533804
iBGpeQh,0.00075022818055
phyyaP2,0.999808609486
EHNn1oI,0.00264331442304
9YitvNQ,0.380460739136
rVFSwro,0.0415764525533
Xu8MPKr,0.00324217043817
KyY0Cz7,0.118583239615
DIiChiM,0.000775225518737
IMffv0w,0.337706983089
YFzvIO1,0.0233175922185
qbCyAMF,0.0104263946414
DhzF68B,0.00344296777621
bNABjfp,0.00344872660935
RkCiq6R,0.00122363585979
bwyS8e5,0.00514394277707
YvSePTe,3.3906153476e-06
Yl6rKHl,0.0140340365469
6WL95Wi,0.000113852394861
afeAg7m,0.00663931667805
yWTez12,0.11771158874
gPEM61c,0.14550422132
yw1F5V9,0.999980568886
4r3Z2UU,0.0375432595611
liydQUO,0.00157261115965
fgyckJV,0.00939654838294
jE3GTie,0.0240868963301
RIdwKec,0.00241081370041
ggHZo81,0.564626932144
YcCmO2v,0.00884793698788
ToofzN1,0.265751689672
YXCblhn,0.00200260314159
LkvlYMK,0.0308378636837
DV28LcA,0.656161546707
RsjKhrW,9.59258904913e-05
YyFYwPX,0.0119143938646
PVfUZd7,0.00837724842131
R4lVZ5y,0.000313465803629
rQ8ChtR,0.000508191646077
nm5S2zp,0.00134960317519
iwIHIzt,0.00780359935015
20YGscr,0.000253369129496
jrp308R,0.115470275283
sMS02BA,0.005151825957
tEmz1yr,0.00854159332812
neMFHZm,0.000333984848112
N9PQagG,0.000789873884059
10wCtpK,0.00123140064534
y8gcHOs,0.000858552055433
TJO0HAz,0.00904091540724
Jlg8mCd,0.0118175521493
kHZeQvq,0.0492660477757
amsGCcR,0.00535558629781
K5roczU,0.00113182864152
8rgFybo,0.8576567173
xYxET5O,0.00372957787476
gYMqR5l,0.0347146317363
ChlzoZK,4.17719274992e-05
FbX0ZPK,0.00974378082901
zuXiY7V,0.00287581724115
8wbIg8c,0.0030319429934
DBnBjKJ,0.0140883373097
71mpwqV,0.00112783664372
0IHvNhx,1.83104020834e-05
kpkaKvS,0.0266286786646
LpwVv7F,0.0421302355826
O7Xl6Yf,0.0120343528688
jh6hRix,0.00165331235621
3P5r0Mw,0.999336183071
dOsWmja,0.712900876999
8lRAxS1,7.11906832294e-05
ivwA9kA,0.00285337399691
D2NfQOW,0.998563230038
qPmHoEB,0.00134084513411
yUHf8GM,0.000332160649123
vXPUi7r,0.00383397517726
RI3O1HY,0.496921122074
VTEKOJd,0.00161905761342
D8t4wFM,0.0178724434227
lH0GpX8,0.01116122026
b2KSNfm,0.279585123062
5WOMC5Y,0.00385475205258
ow3f69Y,0.061122097075
CKT8jIq,8.95794130429e-07
afQkYQW,0.00109648192301
MnB5sby,0.108074903488
QBXNKh6,invalid
nB9XVjN,0.033498916775
pxGwNYb,0.00672806054354
LWBgU5v,9.82990386547e-05
EKjaS6R,0.00604703184217
0KJM22O,0.0173227824271
lIkAIdW,0.000777462671977
VdihqwQ,0.000106549196062
hC9jO9j,0.00446669198573
61kea64,0.00718985870481
xT2Fm7U,0.00173696735874
h4DOWDq,0.0103226313367
YHLGDyU,0.00261833588593
j7zyQY3,0.027540486306
VF9N0Gt,0.953044176102
y7g0HHK,0.000466852739919
x22LYZx,0.000755857152399
DjlwoTH,0.00404482008889
1caxSrn,0.394757866859
2QEOQK0,0.00429348833859
7xd5WuL,0.0115887345746
q3Jv4CA,0.00484601268545
lPuXB5d,0.683493614197
bXi8cz6,0.000844421854708
OQe8250,0.495361536741
xu1bGXb,0.0657614544034
BehBd2Y,0.0025474303402
Yu3TOZk,0.0926190242171
PzjUAlV,0.00952001288533
tMK7dKB,0.232111781836
D8MDCSp,0.0179942883551
j31Oxjz,0.00259173102677
SS0LyNU,0.0478088185191
I8jWLYi,0.0113240526989
fQXOrDn,0.00256654573604
W1WSPVD,9.24644918996e-05
SIDsOAp,invalid
K1dxVi9,0.00214897375554
wIbkpjl,0.000712473469321
8fEIp23,0.980339229107
CZpLcw3,0.554036200047
UsZMFKo,0.000649189110845
aqs3oSQ,0.00120817043353
Huxfg5I,0.000911080220249
RwNyBm3,0.111561901867
hCrpSsX,0.00266364612617
ltTcjKA,0.0687202140689
itkR1jZ,0.00626869965345
nVynxPa,0.000438826478785
aMAGxMU,0.951771974564
TDoTcPI,0.00220329337753
yObghL7,0.000689977663569
KvZE2XF,0.833890080452
u5DoQbK,0.000579277868383
GI0HLsT,0.0876147523522
YkwPw3J,0.0183816887438
lKiDC9K,0.0124879777431
2MGenw5,invalid
qcDiZiu,0.000431676540757
83Tyb9C,0.000403897749493
qOWp8eu,0.00389457447454
axoAChV,0.00058003369486
kRdsLZl,0.00695824762806
cxs87tF,0.000228559845709
YzUlSie,0.0151937277988
zTtvhAA,0.000187543133507
bGPCMs5,invalid
5Qe5sIP,0.0110448338091
W6UTZfX,0.000997616560198
ftNtKMC,4.59860093542e-05
H4CsaRy,0.0305970795453
tHQc3N3,0.000858061306644
70Ff1Xc,0.0286743342876
XmU8khR,0.18816486001
N5DniEH,0.000605997454841
sSI8iNP,0.00789332762361
I1oX9R3,4.80414382764e-06
4J2doqM,0.00525579880923
adRaVoq,0.00606218073517
3DWA5pm,0.000792070990428
OaUsUjV,0.000289123650873
STqstmW,0.00743706896901
knDfXKc,0.0789290219545
jA4ob4V,0.00448915595189
Rfk7hWj,0.00689027737826
fGCa66N,0.00487288506702
N4lZEms,0.00128245016094
yNtOQtX,0.811831533909
GOHEh4X,0.000579973391723
iyE5ORr,0.00517074484378
5VS3bJh,0.314987778664
RPwO2j1,4.79005902889e-05
goFzdbj,0.00136240909342
EG0ghfi,0.147893756628
s4UmmS1,0.125065997243
uJSdUL4,0.0274055544287
bnEczCo,0.000189265905647
xIKlWtb,0.110016942024
xr94BMV,5.47121635464e-05
OeBT74w,0.0141812292859
GOmdC96,0.000544432143215
NKGxlAn,0.00159996165894
Bqm13EQ,0.00446142768487
mABy0c4,0.00151913869195
GtoPLc1,2.44348830165e-05
JcG1fU3,0.00268060062081
TaEAiaG,0.00011612324306
c0cecSr,0.0191068537533
Me8xJnd,invalid
iwhKVkM,0.030722040683
igy3vqm,0.000864381669089
F0dKsQV,0.000122079683933
BK6o8FD,0.000889373826794
zxVIpYs,0.0223472658545
vPXePWv,0.00109665840864
ZXgf40f,0.000251010584179
RcoOUVD,0.000267833704129
B7tW4D2,0.000387946260162
qROk2tf,0.00325749302283
059o1bM,0.195263370872
DZ3iqtm,0.00146067305468
CUXk4Nc,0.016896430403
AGQ2sL1,0.0120213311166
tZELf8T,6.49849425827e-06
DtIiWjr,0.874936521053
E11JF0B,0.0069811148569
WKzFoI6,0.0124674951658
LV3RzYw,0.0805256813765
SFvl2HZ,0.000327412592014
DL5EsVk,0.0012745205313
4yMHYo5,0.0021347629372
vfuGIWQ,0.0173106137663
lbaknlx,9.34300624067e-05
1ExJtM2,0.000865632784553
BDG603Y,0.004352692049
Y78mexB,0.0025449404493
zqGS20X,8.90806222742e-06
aUMuT7C,0.00145604007412
x207IB7,0.901713073254
ax4cW1W,0.00465333787724
xfn0htB,0.00248442892917
a36Plmj,2.71862882073e-05
lYlHxH0,0.00927950069308
hzVV8dk,5.33580496267e-05
FhjJp5a,0.00040628676652
1pXATC1,0.0008872813778
FN4EzdK,0.0182323697954
XKwiPTo,0.0359323099256
VXBqDyC,0.00129589764401
sNrktpN,9.93586800178e-05
5stf0MA,0.00337531138211
iDDvthb,0.00536185409874
Tk1a715,0.0302602555603
W3vUdAM,0.00404278282076
Bkr2rCn,0.0213644411415
rrwfQsl,0.00299987313338
YCve5oa,0.000413860601839
c7EHmQL,0.156489938498
Hmib2cU,0.0109818344936
7vwVz0L,0.000145375190186
61b2U9Z,0.00438049342483
n9SfoQr,0.277541011572
34oB8xd,0.000764653028455
RXJbET2,0.122316487134
Z5GsDLc,0.189827933908
tkUlzIi,0.000132081273478
Uso1LkR,0.0021966395434
M3qsOdG,0.0041473149322
HgA9jsX,0.118527457118
98Yuevc,0.00179012329318
Kkjx9M7,0.00746875116602
NqICOun,0.9994982481
TCJv0jT,0.0041697928682
dvnyRZc,0.00299298972823
teddqv7,0.00312987016514
3yF9jJz,0.00109183217864
BgQAPjd,0.993851900101
azgzgsj,0.00682515045628
BVigH1t,0.000913397991098
G2r5gLX,0.000630423950497
2zN6O11,0.0137530211359
9lPJZGT,7.70221740822e-05
Pvu3ooh,0.124968990684
uwgfdAT,0.000567909970414
OGGgxkW,0.0229522101581
TO8st6M,0.0227441117167
VbaJdGP,0.966872930527
UvHpdOI,0.016582146287
PTlhvPa,0.000439839350292
A6atg4F,0.0040578362532
1EgQEZV,0.0017249211669
BAgVtph,0.00275380793028
FpR8ti0,0.0392547212541
NwpArt5,0.00140668568201
Qw6DyKX,0.00346745294519
BKvCFWm,0.000772889470682
j6BZHy9,0.142739593983
fEN24zC,0.00193967495579
whlZQv5,0.00303970742971
ifq4au6,0.982486605644
X4jHbDS,invalid
TxTCZRM,0.00142510992009
2LaqmVm,0.00950822234154
KKR8xBI,0.00734484614804
Yx9VR3d,0.00123852188699
CRR3O60,0.85486125946
4B1F0ME,0.107545390725
NLJB9dJ,0.994729459286
HcwPO5N,0.991925418377
yzOeHEd,0.000903486390598
4TVYjtS,0.595275163651
1zvCmDV,0.0302174650133
HO0fqqA,0.0187433063984
2aYrWPY,0.00413445290178
7Xkwq5Z,0.0716980844736
s0KRPo7,0.00346659473144
sAPZNKc,0.00249831960537
BxGZe15,0.0101960198954
8S1b07X,0.130325108767
4CPgltL,0.106072559953
HKzcIae,0.00286666932516
XL3ODAn,0.00972051359713
4Z8W2pp,0.000853935780469
FZdt56m,0.00591220660135
Fygi7a2,0.00361365545541
HdG59tB,0.293537050486
jNtQQge,0.222645699978
YODnVEj,0.849184691906
FBfee6l,0.0690390989184
oel8dTm,0.00398500403389
vLshDEW,0.000326104520354
JNheKyY,2.93344128295e-05
DJ6FS7a,0.0104799196124
pBor4Br,0.0790774300694
IedTPad,0.0231214985251
iI621LR,0.818405628204
tbf7zY2,8.57952982187e-05
tevAAU5,0.000112453402835
EJOM7pd,0.0482489317656
tqQRjnS,0.00251169991679
NwZ5TUu,0.0726917460561
ApRwxYX,0.00820756610483
miGG5X7,0.00216896506026
u2fpHcf,0.001312786364
sEEWcoZ,0.000158542767167
3Ss0UKh,0.0313545539975
w0C2dEk,0.0019065355882
iMS4BwK,2.34739563894e-05
8lcDJ53,0.466595619917
BhI4U4o,0.00435771886259
zmLDXhn,0.00779801886529
qnDaQhK,invalid
pqeMzhr,0.000528812757693
oxA181p,0.0270851179957
rWOSVVW,0.000907161913346
uOsBmnS,0.0162243209779
VQQ4jTc,0.0204352531582
nC9qwRC,0.00453824223951
CIhXoze,0.00371287879534
pXUPpme,0.129822552204
0gnkQBZ,0.000580159190577
S7xHwHp,0.00239764526486
vsywb2W,0.00101871788502
sHswOKQ,0.00101968017407
CFTjlX2,0.00326680624858
IA5luMV,0.00441073486581
InMiZBO,0.00736446585506
ACSd1Rq,0.03312625736
EsuRPNI,invalid
6aJJFhL,0.00263368501328
z50DPCF,0.607494294643
cwAfwBz,0.000149681029143
1UnbgWU,0.00221239984967
61L1zwD,0.000434459419921
47efixz,invalid
jIid1L4,0.185748234391
3seCPQO,0.0004268749326
okkGSRX,0.0252938438207
9lnFsTE,0.00630285870284
GhyDbxu,0.0476489849389
rJ2jr37,0.0050905700773
X5cTLcP,0.999526381493
HhfW9gX,0.00336224562488
qtW3890,0.0255838111043
wx48RrV,0.0163980647922
LxybjYG,0.0683134794235
RoLj5An,0.000692583911587
biMHRVq,0.0206820685416
9BGpW0n,0.00328486226499
pcNI2qs,0.820037901402
Km2BxiV,0.00513825099915
ihIiYRe,0.0201566927135
YRWKLyH,0.02152823098
oWLDUqH,0.00133597967215
NgXrc3q,0.000743237382267
RP5aaJ7,0.000710024556611
fmK1xUb,0.709956288338
uEBT1Il,0.00786540191621
eVbnrOo,0.024023424834
NEtL04q,0.107633754611
JPOQ4oL,0.145063593984
oZdAcTw,0.0207214634866
sZipyEo,0.000191763785551
lNLY25e,0.0118494350463
znly6Ne,0.99987924099
XkSeX6R,0.102298788726
hrZXHV3,0.963918507099
LlqHmzt,0.00105202768464
bUobwG0,0.829358160496
idGWdAJ,0.758736908436
ovMVRq8,0.421144664288
zLqeBaH,0.000878026941791
ucCTsor,0.00221378123388
3gIlr4C,0.00522869545966
oZlaa85,0.17757819593
ltyjJ2l,0.000312245567329
zPxTpLE,0.000613366079051
7aL8lQI,0.000332624884322
DUsHrhI,0.950215637684
XTTgiVR,0.021433820948
80RvGgp,0.000527714786585
gY1khMt,1.0313769053e-05
XCPkOXA,0.00140612060204
LtqWVhB,0.00306774512865
uNGyoEu,0.866637587547
JbpApYO,0.000415924558183
eLwjUHk,0.97806853056
jZ7ppkV,0.00248393951915
HEc0RSl,0.000281100947177
G3hQPCo,0.0112146940082
go7jH4L,0.00383170996793
O73VJyN,0.0183147061616
G4YoF11,0.40077188611
sn6VQ3I,0.0295374169946
29HxO3T,0.0163266528398
0OPO3yX,0.00500101782382
uTpeVp3,0.000434763496742
zD0tOGc,0.0513718575239
TqnSveB,0.771793842316
ctyQWbo,0.00822208356112
YmKoKLS,0.0274299178272
HEizNVy,0.00278401304968
BumujIJ,0.000996131217107
z7Fa1HI,0.14198577404
1QsHyFC,invalid
AWWFdE9,0.000111558365461
0jv1530,0.0085863051936
7ajTzZy,0.97395080328
F48Yrtg,0.206444770098
ar5ECvw,1.34011133923e-06
giKhTKj,0.000407812360208
gtqeZcc,0.000100856435893
UwxqD4c,0.0110019892454
IvExla4,invalid
X2dgGz8,0.470487326384
Sn1gEXV,0.00467333523557
3iPtbKP,0.0342711806297
prnFAj6,0.00106122449506
vor9cZO,invalid
ELOLcGs,0.000197725938051
Uls5BBH,0.326082259417
HpscM8n,0.88805860281
puYYRan,0.000142423974467
aoJ68Cf,0.0147309945896
35OMq9p,0.0274391677231
FvDYXy3,0.0080925244838
ORvJOIt,0.00249978527427
KtE2N7A,0.0101967938244
8sCqQqb,0.000310831819661
G2rLVP5,0.0086472472176
PoA9388,0.00143246154767
jbiLQLK,0.00155662663747
X3Cx2Ie,0.0182654336095
9yO4NzB,0.00123857369181
ja3RnCy,0.0285486858338
TOEINIO,0.0524992309511
K2Jpm3X,0.0240382570773
Pf6uS46,0.004459137097
SDW5zJB,0.00517394160852
JZerw7Y,0.000679599354044
Csf1wBR,0.00122732331511
vomMdKs,0.0148878470063
AhsgGaa,0.00279270811006
GfbwEBC,0.00147692568135
952snZ1,0.0105206044391
tIGSNyu,0.0806570127606
ZvRR9Ak,0.000567195937037
d3xP7m3,0.0058316802606
Oaf5L1W,9.03168711375e-07
3c1vwRa,0.000878039456438
QzY0n0O,0.034948900342
YDrkgnQ,0.018048889935
5uVLCxk,0.0521138757467
1AWcpHR,0.00276120449416
jHfXPdH,0.00209120172076
SnKFOSF,0.01027554553
illz2nX,0.119044646621
2OgBhfK,0.00283210142516
bPdPQRE,0.0020253227558
ezVRrLv,0.01315064542
vSwixy8,0.902396440506
RnCnQmJ,0.016129668802
4ROz0sH,0.996782660484
JByfaQD,0.00729792332277
OtMQIBR,0.00510907359421
FTRCs3b,0.011555256322
gLRmA5z,0.0114955222234
hXvt4oT,0.0499433651567
mPXZ35x,0.00814733561128
hOfP710,0.00142075610347
ysOfFON,0.00356433237903
QCwWg9w,0.000824461283628
V65Av13,0.00809831358492
QYtA8eo,0.99022513628
EVDe1CB,0.0424157194793
S2Ba25N,0.00886985845864
bW1OqwD,0.254416197538
kvGPqWd,0.0233879033476
hVOrHWg,invalid
swCplWP,0.00174301688094
TF4HoIA,0.00776101415977
Lap2u9W,0.00624690484256
j9fgj6V,0.000567177543417
42l6Ygt,0.917018592358
xOVgEbt,0.00163158774376
mgSaRCp,0.000212565224501
IOqkezG,0.0111294984818
46e7zXG,0.103935711086
AjGCU6o,0.000170077750226
TN0ltyh,0.999383926392
vIbVZbE,2.64097366198e-06
VsOFnz6,0.0694123357534
MJWKzws,0.0127466581762
Z0H74RO,0.283843159676
Q4cPhY8,0.0400868840516
zy8B7Z6,0.171285361052
bikC9Pi,0.00620615156367
rixCm8R,0.00531390914693
a1tROeO,invalid
ffnEv1a,0.00121907424182
CjePhRG,0.919203400612
mX5cBGu,invalid
WJtxpG8,0.000501514296047
9BJBvZG,0.00131179008167
RvZlOp6,0.0141396392137
cNKXGJ1,0.00806445162743
oihylP3,0.00105664448347
bE2DCDb,0.014016029425
wQOw2DU,0.00293097482063
8vSS0uw,0.000555125065148
ECjyAvh,0.000136363363708
YjJwvYz,0.00137535319664
Bvbairi,0.00605767453089
iIb7x4Y,0.00988216977566
gJfSyB8,1.12462566904e-05
8boAntX,0.0041378014721
3vbGRYg,0.00943480152637
at7rO22,0.00287548359483
9U2o7xG,0.0157772284001
Ym3W2Pi,0.00128640653566
QVvW27l,0.00269054551609
ktcvyax,0.0420438237488
urY8m2Q,0.975961625576
rl0HGf7,5.62537843507e-06
mEAoCka,0.0302502084523
e7zA7rS,0.00536121800542
RCIt5iW,invalid
pIYeNkK,0.00293973623775
Ub6ZM7F,0.000795157975517
kghbj0z,0.00135032448452
5tmqFQm,0.00281497859396
5X4LfUU,0.00213133054785
p5QiCrl,6.8033405114e-05
zkhvHYo,error
rpY5kjN,0.000526426942088
nYeLQRf,0.0189826283604
yMuqYkv,0.0244488827884
9IgwIb3,3.25564315062e-06
4hHRrvj,0.00872493442148
VOQyRn9,0.357037514448
jKdhivb,0.0359997190535
FnpXwVi,0.000899304577615
ABEXE4s,0.0719016268849
LTfn9Jv,0.00934298429638
rlbdWx6,0.479329586029
dp3DvUS,0.0038795939181
JcM4xuR,0.00586421508342
HpmSoEj,0.00578794628382
OMiNy71,0.731815814972
NIM8ujw,0.0022294416558
XJwXaXP,0.337067276239
1tiBNe4,0.990395605564
VomVn18,0.920222222805
LPEpCtw,0.0005247493973
q2dfXca,0.000354539253749
D04UrWL,0.00104617944453
NhUBlSX,0.0443812310696
omf6CPM,0.0108624324203
vLbVv3X,0.968963742256
ve1V3yk,0.965676188469
3HOENOb,2.7357315048e-05
s8OOHqO,0.000508006138261
UoK8VQg,0.00652873748913
vWmKIoJ,0.0215805899352
LVqXVJr,0.00100645283237
dd3aEvR,3.97912190238e-05
pGGuFn1,invalid
oE2NOL8,0.0215965751559
AbC0ATk,0.617283940315
pTKwK9F,2.88039427687e-05
CTzMHwA,0.86039596796
2s3AKgw,0.0303245149553
DtHIlCN,0.983853936195
mE3PyoL,1.21270859381e-05
y8MEjoj,0.00309561635368
ctFRcJt,0.00261677242815
ZXJd3qw,0.942543208599
V6Dbarr,0.992061138153
3UOWjIO,5.85297202633e-05
5FpSrUS,0.00100638275035
N47JS5m,0.00326333194971
CDoVQRN,0.0146175101399
kS2DzQy,5.47859344806e-05
pAwxXo9,0.020661432296
NKjL9n7,0.923633217812
yBUPSpC,3.6963410821e-06
6HgasSO,0.124459758401
MjsEpQe,0.00448873639107
ypVBFAk,0.00364310224541
zcK4pib,0.188884496689
86W0Ugu,0.0404984913766
58yDVRO,0.755888283253
ymKnjnJ,0.00142442202196
3B4DMEY,0.00163464306388
OYcw3RI,0.000249880889896
5EIET37,0.00377594074234
nEgxNyY,4.26840051659e-05
e4nuwcg,0.00043237459613
fMKFiXc,0.000104790502519
RUGJa9x,0.000665280618705
1SbhfQn,0.00229437672533
mHiTITQ,0.0299089048058
Pa9uOW7,0.000236472653341
atrL6an,0.00313806044869
ZsMqRPp,0.000136347749503
bmwQyX2,0.000142817822052
5WuZBDF,4.06896106142e-05
r7AOLWX,0.987035572529
QAMbWE8,0.000767805846408
67gb8yN,1.41856398841e-05
N6Utllh,0.00106626516208
WQJyqtA,0.0012242886005
HdeDaED,0.00031483991188
v5rwz29,0.000416387920268
HhBLkmK,0.717044830322
oWi8yDS,0.0622017122805
2EbKnuj,0.00238417787477
SE8TM4Y,0.0802980810404
wxagwFk,0.0108000328764
0m6jgox,0.184561088681
9eubCZZ,0.0072775487788
rXmsUV9,0.0773054361343
fuulxmj,0.00982927251607
cLFJOVs,6.87462161295e-05
aA2jG5s,0.00415876461193
G8GbQko,0.00606123264879
pVbxTKA,0.99328070879
2MyRvmT,0.0115539450198
YbiBSZK,0.0993791818619
GkrqD9s,0.0339403562248
cNj5DdJ,0.025106953457
c7qtpOU,0.0333840176463
As8sIb1,5.96086829319e-05
qyJ0PJC,0.000448983424576
Z0Tx8Jt,0.00494026066735
wUv3YZq,3.9442358684e-05
AnbbVNp,0.000561323016882
Bt9x7tP,0.268446743488
oCaXkmA,0.134637519717
v6Sab4O,0.00315651553683
WMb2APa,3.59739206033e-05
Yi98MGy,0.00478946557269
33qLZaS,0.0123433303088
H3LDeDU,0.0731784999371
WnTvQwm,7.11355751264e-05
cFoe35I,0.000568833667785
5YRRxqj,0.00502159772441
VR8Vb9R,0.0193483252078
ADg1pAQ,0.000274804740911
z3RdXne,0.0111385704949
6eg0m65,0.0143856201321
giA4IAY,0.00424445979297
GCBeE9i,invalid
OXrE4r8,0.0129506103694
VhxXh45,0.999340832233
SUkDsCE,0.000156503956532
jtrGTps,0.00242576352321
TzmkBXT,0.00533693935722
eFO4GpZ,0.327298820019
L4ePPMp,0.0276538729668
sET22lx,0.014673572965
Oanp4E2,0.119889251888
cHZkGyU,0.00119108951185
q9K5NXB,9.63223646977e-06
UX18jT3,0.0168666280806
hAgwU2A,0.00571401789784
BMmoL7R,0.171480864286
iDhPOrN,3.90901232095e-06
ZFxWqT1,0.00139698956627
